순번,구,가맹점,주소,동
23739,서구,전원촌,"대전광역시 서구 신갈마로 157, 1층 (갈마동)",갈마동
3310,유성구,전원촌식당,대전광역시 유성구 엑스포로251번길 5 (원촌동),원촌동
11247,중구,전원한의원,"대전광역시 중구 계백로 1712-1, 4층 (문화동)",문화동
31117,서구,전율광택,"대전광역시 서구 갈마중로8번길 13, 102호 (갈마동)",갈마동
1922,동구,전자 종합 백화점,"대전광역시 동구 대전로797번길 17, 1층 (중동)",중동
32318,유성구,전자담배,"대전광역시 유성구 은구비남로 13, 115호 (지족동,SK허브)",지족동
29257,유성구,전자담배,"대전광역시 유성구 테크노중앙로 65, 106호 (관평동)",관평동
29017,유성구,전자담배 잔티.오벨,"대전광역시 유성구 유성대로751번길 6, 상가 B동 105호 (장대동,장대푸르지오)",장대동
26017,서구,전자담배도마점,"대전광역시 서구 배재로 116, 1동 102호 (도마동)",도마동
4565,유성구,전주 본가 추어탕,"대전광역시 유성구 유성대로654번길 38, 1층 (구암동)",구암동
12898,서구,전주24시자연담은콩순이랑싸돈,"대전광역시 서구 월평중로 20, 1층 (월평동)",월평동
29308,대덕구,전주밥상,"대전광역시 대덕구 신일동로 1, 3층 301호 (신일동)",신일동
20535,서구,전주복집 둔산점,"대전광역시 서구 둔산로137번길 17, 2층 (둔산동)",둔산동
19281,서구,전주생선구이,"대전광역시 서구 도산로369번길 32, 1층 (용문동)",용문동
24449,유성구,전주소머리국밥,"대전광역시 유성구 유성대로730번길 82, 1층 (장대동)",장대동
34649,중구,전주수산,"대전광역시 중구 대흥로175번길 47, 1층 (대흥동)",대흥동
3232,동구,전주식당,"대전광역시 동구 원동 97-5,97-10",원동
25093,대덕구,전주식당,대전광역시 대덕구 계족산로5번길 107 (법동),법동
28446,동구,전주식당,"대전광역시 동구 동서대로1668번길 22,(성남동)",성남동
4004,동구,전주식당,"대전광역시 동구 정동 1-11,119",정동
20498,중구,전주식당,대전광역시 중구 보문로254번길 9 (대흥동),대흥동
32840,동구,전주식콩나물국밥시루향기대전가오점,"대전광역시 동구 동구청로 119, 103호 (가오동)",가오동
19571,유성구,전주옥,대전광역시 유성구 계룡로66번길 32 (봉명동),봉명동
31663,유성구,전주집,"대전광역시 유성구 온천로 74, 1층 (봉명동)",봉명동
34650,중구,전주집,대전광역시 중구 대흥로175번길 43 (대흥동),대흥동
15619,동구,전주집,대전광역시 동구 옥천로176번길 10 (판암동),판암동
25487,서구,전주토속반찬,대전광역시 서구 벌곡로 1369-2 1층 (가수원동),가수원동
301,대덕구,전주항아리반찬,대전광역시 대덕구 중리북로37번길 23 (중리동),중리동
22518,서구,전주항아리보쌈,"대전광역시 서구 관저동로73번길 29-10,1층(관저동)",관저동
35725,유성구,전주향토음식점,대전광역시 유성구 유성대로730번길 17-13 (장대동),장대동
21989,유성구,전주현대옥,"대전광역시 유성구 수통골로 17, 1층 (계산동,두리투)",계산동
17049,서구,전주현대옥 둔산갤러리아점,"대전광역시 서구 둔산로31번길 72, 1층 (둔산동)",둔산동
25351,유성구,전주현대옥반석점,"대전광역시 유성구 반석동로40번길 22, 102호 103호 (반석동)",반석동
33658,중구,전진기획사,"대전광역시 중구 대흥로 154-1,301호(대흥동)",대흥동
4840,대덕구,전진사,대전광역시 대덕구 대전로 1147 (오정동),오정동
33501,유성구,전진용뿌리깊은치과,"대전광역시 유성구 봉산로 1, 2층 201호 (송강동,화인빌딩)",송강동
38838,중구,전진체육관,"대전광역시 중구 대둔산로 353, 2층 (사정동)",사정동
1043,대덕구,전창렬 소아과,대전광역시 대덕구 석봉동 152-24,석봉동
4174,유성구,전통 순대국밥,대전광역시 유성구 대학로 187 (어은동),어은동
17434,유성구,전통과자,"대전광역시 유성구 엑스포로 488, 지하1층 24호 (전민동,엑스포코아)",전민동
27487,유성구,전통떡전문,대전광역시 유성구 반석동로 66 (반석동),반석동
18134,중구,전통사진관,"대전광역시 중구 유천로 143, 2층 (태평동)",태평동
483,대덕구,전통식당,대전광역시 대덕구 대전로1019번길 21 (오정동),오정동
25566,중구,전통식품알곡떡,"대전광역시 중구 유천로142번길 5,1층(태평동)",태평동
7941,서구,전통주막 관저점,"대전광역시 서구 구봉로147번길 107, 1층 (관저동)",관저동
12152,유성구,전통춘천닭갈비(반석본점),대전광역시 유성구 반석로12번길 19 (반석동),반석동
24504,유성구,전통콩나물밥,대전광역시 유성구 도안대로589번길 13 (봉명동),봉명동
24142,유성구,전하리,"대전광역시 유성구 상대동로36번길 47, 101호 (상대동)",상대동
36064,서구,전형근국어전문학원,"대전광역시 서구 둔산로 130, 205호 (둔산동,대덕프라자)",둔산동
39112,서구,절구방아,"대전광역시 서구 도마4길 6, 1층 (도마1동)",도마동
14841,동구,절구와방아,"대전광역시 동구 대전로542번길 80-87, 104,105호 (천동)",천동
25035,유성구,절세미인,"대전광역시 유성구 원신흥남로42번길 12-4, 102호 (원신흥동)",원신흥동
31060,서구,젊은간판,"대전광역시 서구 계룡로562번길 61, 101호 (괴정동)",괴정동
15243,중구,젊은리프트용달,"대전광역시 중구 계백로1686번길 51, 4동 701호 (문화동,상아아파트)",문화동
23328,서구,젊은평미술학원,"대전광역시 서구 문정로 96, 6층 601-608호 (탄방동,타워렉스)",탄방동
4724,유성구,점순이 호떡,"대전광역시 유성구 월드컵대로275번길 30, 1층 102호 (구암동)",구암동
35427,대덕구,점순이호떡,대전광역시 대덕구 중리북로37번길 64 (중리동),중리동
5201,중구,점순이호떡 대사점,대전광역시 중구 보문로 163 (대사동),대사동
24365,중구,점심이랑저녁이랑,"대전광역시 중구 당디로 120, 1층 (유천동)",유천동
38409,동구,점진신용협동조합,"대전광역시 동구 신기로101번길 25-7, (가오동)",가오동
38884,유성구,점프노리 유성학하점,"대전광역시 유성구 원계산로 238-34, 2층 (계산동)",계산동
32790,동구,점프농구교실,대전광역시 동구 옥천로106번길 263 (판암동),판암동
32789,동구,점프농구교실,"대전광역시 동구 한밭대로1316번길 1, 5층 2,3호 점프농구교실 (용전동,T애비뉴)",용전동
8169,유성구,점프수학교습소,"대전광역시 유성구 노은로 178, 604-1호 (지족동)",지족동
16180,유성구,점프스쿨,"대전광역시 유성구 문화원로 16, 2층 (장대동)",장대동
17826,중구,점프스쿨,"대전광역시 중구 보문산로141번길 11, 상가 201호 (산성동,공원아파트)",산성동
8648,동구,점프윙스줄넘기클럽,"대전광역시 동구 동구청로 89-22, 2층 201, 202호 (가오동,덕산빌딩2차)",가오동
26980,동구,점프홀릭파크,"대전광역시 동구 동구청로 95, 10층 (가오동,예시티빌딩)",가오동
12429,서구,점핑GOGO,"대전광역시 서구 둔산남로 30, 제상가동B층12호 (둔산동,녹원아파트)",둔산동
35208,유성구,점핑나인,"대전광역시 유성구 상대동로2번길 67-18, 1층 102호 (상대동)",상대동
17076,중구,점핑다이어트,"대전광역시 중구 서문로 32, 상가동 2층 206호 (문화동,한밭우성아파트)",문화동
22452,중구,점핑닥터,"대전광역시 중구 오류로 36, 3층 (오류동)",오류동
32262,대덕구,점핑라인,"대전광역시 대덕구 동춘당로94번길 11-21, 306호 (송촌동,송촌은혜프라자)",송촌동
11617,중구,점핑바나나,대전광역시 중구 선화로 18 (용두동),용두동
22145,대덕구,점핑바디체인지,"대전광역시 대덕구 계족로 577-1, 1층 101호 (중리동)",중리동
14198,서구,점핑사관학교,"대전광역시 서구 복수동로 71, 2층 (복수동,대양빌딩)",복수동
38652,서구,점핑스토리 다이어트,"대전광역시 서구 원도안로26번길7-28, 1층 (가수원동)",가수원동
32511,유성구,점핑업다이어트,"대전광역시 유성구 진잠로149번길 11, 2층 (교촌동)",교촌동
38318,유성구,점핑업다이어트뷰티,"대전광역시 유성구 농대로 21, 2층 (궁동)",궁동
20373,서구,점핑업다이어트플러스,"대전광역시 서구 관저동로 42, 주상가동 2층 204호 (관저동,느리울마을)",관저동
7702,서구,점핑점핑,"대전광역시 서구 배재로 168, 지하 (도마동)",도마동
36624,서구,점핑점핑,"대전광역시 서구 배재로 168, 지하1층 (도마동)",도마동
38020,동구,점핑클럽,"대전광역시 동구 신기로101번길 5-11, 4층 (가오동,인촌빌딩)",가오동
5684,중구,정,대전광역시 중구 산성동 270-2번지,산성동
12928,유성구,'정' 리듬체조 아카데미,"대전광역시 유성구 지족로 373, 402-B호 (지족동,한남대학교 지족빌딩)",지족동
1523,동구,정 미용실,"대전광역시 동구 홍도로9번길 20-9, 1동 104호 (홍도동)",홍도동
36746,유성구,정 인테리어필름,"대전광역시 유성구 진잠로42번길 30, 101동 105호 (원내동,한아름아파트)",원내동
37075,중구,정가네,"대전광역시 중구 돌다리로 5, 1층 (석교동)",석교동
13497,중구,정가네,대전광역시 중구 동서대로1194번길 19 (태평동),태평동
3766,유성구,정가네,"대전광역시 유성구 문화원로14번길 54, 102호 (장대동)",장대동
18340,동구,정가네  참숯구이,대전광역시 동구 계족로 163 (대동),대동
7655,대덕구,정가네 왕김밥,대전광역시 대덕구 비래동로40번길 2 (비래동),비래동
821,대덕구,정가네 장수촌,대전광역시 대덕구 신탄진동로 25 (신탄진동),신탄진동
10475,동구,정가네갈비,"대전광역시 동구 비래서로76번길 10,1층(가양동)",가양동
7377,서구,정가네기름집,대전광역시 서구 조달청길 33 (도마동),도마동
33638,중구,정가네식당,대전광역시 중구 계백로1566번길 73 (유천동),유천동
18341,동구,정가네정육점,대전광역시 동구 계족로 144 (대동),대동
33916,서구,정가담기정떡,"대전광역시 서구 관저동로 91, 1층 (관저동)",관저동
25554,중구,정가든,"대전광역시 중구 계룡로882번길 58, 1층 (오류동)",오류동
20027,서구,정감미,"대전광역시 서구 둔산대로 169, 1층 (만년동,한밭수목원)",만년동
37929,서구,정거장,"대전광역시 서구 계룡로 356-1, 101호 (갈마동)",갈마동
15966,서구,정겨운식당,대전광역시 서구 도마동 143-6 1층,도마동
33309,유성구,정겨운오뎅집,대전광역시 유성구 신성로68번길 41 (신성동),신성동
15938,중구,정과일,대전광역시 중구 천근로 24-1 (문화동),문화동
12094,서구,정관장 관저점,"대전광역시 서구 관저중로 90, 1층 (관저동)",관저동
9995,유성구,정관장 노은점,"대전광역시 유성구 노은로 166,1층103호(지족동,계룡프라자)",지족동
21082,서구,정관장 도안점,"대전광역시 서구 동서대로 686,(도안동)",도안동
7002,서구,정관장 둔산점,대전광역시 서구 문예로 137 (둔산동),둔산동
14764,중구,정관장 목동사거리점,대전광역시 중구 동서대로 1419 (중촌동),중촌동
13014,유성구,정관장 반석점,"대전광역시 유성구 지족로 374, B동 116호 (지족동,옥타브상가)",지족동
4277,서구,정관장 변동점,대전광역시 서구 동서대로 1090 (변동),변동
16876,중구,정관장 부사점,대전광역시 중구 대종로 299-1 (부사동),부사동
34790,중구,정관장 서대전전시판매장,대전광역시 중구 계백로 1703-1 (오류동),오류동
32386,유성구,정관장 어은점,"대전광역시 유성구 대학로 225,1층(어은동)",어은동
7370,대덕구,정관장 오정점,대전광역시 대덕구 한밭대로 1022 (오정동),오정동
23137,서구,정관장 월평점,"대전광역시 서구 청사서로 44, 1층 (월평동)",월평동
771,유성구,정관장 유성역점,대전광역시 유성구 계룡로 28-1 (봉명동),봉명동
20202,서구,정관장 정림동점,"대전광역시 서구 정림로 72-1, 1층 (정림동)",정림동
9194,동구,정관장 중리사거리점,"대전광역시 동구 계족로 521, 1층 (용전동)",용전동
24203,중구,정관장 태평로점,"대전광역시 중구 태평로 32, 1층 (유천동)",유천동
51,서구,정관장 홍삼 둔산타임,"대전광역시 서구 둔산북로 36, 102호 (둔산동,대영프라자)",둔산동
26535,서구,정관장갈마점,"대전광역시 서구 신갈마로 133-3, 1층 (갈마동)",갈마동
3686,서구,정관장도마점,"대전광역시 서구 계백로 1439, 103호 (도마동)",도마동
31894,서구,정관장방판동인비화장품,"대전광역시 서구 가장로 122, 2층 (가장동)",가장동
31747,대덕구,정관장신탄진점,대전광역시 대덕구 신탄진로 790 (신탄진동),신탄진동
12299,중구,정관장중앙로역점,대전광역시 중구 중앙로 136-1 (대흥동),대흥동
38488,서구,정관장탄방점(롯데맞은편),"대전광역시 서구 계룡로 613,7호 (탄방동)",탄방동
36420,서구,정관장홍삼 삼천점,"대전광역시 서구 문정로 178, 1층 (둔산동)",둔산동
30956,동구,정관장홍삼가오점,"대전광역시 동구 동구청로 95, 1층 105호 (가오동,예시티빌딩)",가오동
29865,서구,정관장홍삼만년점 ,"대전광역시 서구 대덕대로 402, 1층 (만년동)",만년동
25106,대덕구,정관장홍삼법동점,대전광역시 대덕구 동춘당로 173 (법동),법동
4375,서구,정광 전기조명,"대전광역시 서구 도산로 212, 1층 (변동)",변동
7302,서구,정글북,"대전광역시 서구 관저동로73번길 29-22, 102호,103호 (관저동)",관저동
26983,유성구,정글북,"대전광역시 유성구 상대동로 10, 103호 (상대동)",상대동
21756,서구,정금당,대전광역시 서구 도마2길 73 (도마동),도마동
1422,동구,정금사,대전광역시 동구 대전로797번길 7 (중동),중동
7360,유성구,정기획,"대전광역시 유성구 대학로 239,1층(어은동)",어은동
23307,서구,정김밥,"대전광역시 서구 둔산북로 22, 종합상가 1층 149호 (둔산동,둔산라이프)",둔산동
40121,유성구,정다영네집,"대전광역시 유성구 계룡로60번길 18, (봉명동) .",봉명동
23686,유성구,정다운,대전광역시 유성구 북유성대로 51 (노은동),노은동
2149,대덕구,정다운 보리밥,"대전광역시 대덕구 신탄진동로7번길 74, 1층 (신탄진동)",신탄진동
37258,동구,정다운 약국,"대전광역시 동구 동부로73번길 20-7, 1층 (용운동,동서연합크리닉)",용운동
34890,서구,정다운 정범씨네 정육점,"대전광역시 서구 둔산로 218, 1층 (둔산동)",둔산동
4582,유성구,정다운 카크리닉,대전광역시 유성구 복용북로33번길 26-22 (복용동),복용동
30278,유성구,정다운과자점,"대전광역시 유성구 월드컵대로316번길 28-18, 1층 (상대동)",상대동
13272,유성구,정다운기타스튜디오기타교습소,"대전광역시 유성구 가정로 63, 203호 (신성동,럭키중앙상가)",신성동
27724,동구,정다운미용실,"대전광역시 동구 계족로489번길 22-2, 1층 101호 (용전동)",용전동
9169,동구,정다운식당,대전광역시 동구 용운로151번길 19 (용운동),용운동
25801,서구,정다운식당,대전광역시 서구 벌곡로1353번길 49 (가수원동),가수원동
33439,대덕구,정다운약국,"대전광역시 대덕구 계족산로 2, 102~103호 (중리동,조은크리닉)",중리동
29695,동구,정다운치과의원,"대전광역시 동구 대전로 771, 3층 (원동,중앙클리닉프라자)",원동
24014,서구,정다운피아노교습소,"대전광역시 서구 둔산로 155, 상가동 210호 (둔산동,크로바아파트)",둔산동
31631,서구,정다운한의원,"대전광역시 서구 갈마로 245, 3층 302호 (괴정동,한민해피클리닉)",괴정동
24345,유성구,정다울개인과외,"대전광역시 유성구 봉명서로 57-12, 201호 (봉명동)",봉명동
5351,중구,정다원,대전광역시 중구 보문산공원로 502-1 (대사동),대사동
37617,유성구,정닭발,대전광역시 유성구 전민로14번길 31 (전민동),전민동
38895,서구,정담,"대전광역시 서구 계룡로620번길43, 1층 (용문동)",용문동
18116,동구,정담가오점,대전광역시 동구 동구청로 6-12 (대성동),대성동
21347,서구,정담동물병원,"대전광역시 서구 신갈마로 274, 101호 (갈마동,영우빌딩)",갈마동
37654,중구,정담소불고기,"대전광역시 중구 뿌리공원로 35-1, 1층 (안영동)",안영동
25932,동구,정담손만두,"대전광역시 동구 동서대로1668번길 21, 1층 (성남동)",성남동
3265,중구,정담치과의원,"대전광역시 중구 중앙로 23-12,B 3층(선화동)",선화동
36472,서구,정담키친,"대전광역시 서구 계룡로562번길 46, 1층 (괴정동)",괴정동
6550,대덕구,정동가스충전소,대전광역시 대덕구 대전로1020번길 47 (오정동),오정동
31850,동구,정동문화사,"대전광역시 동구 태전로 22, 1층 (중동)",중동
27555,동구,정동식당,대전광역시 동구 태전로 40 (정동),정동
10634,서구,정든노래연습장,"대전광역시 서구 정림동로7번길 27, 지하 (정림동)",정림동
38853,중구,정든밤,"대전광역시 중구 보문로254번길 49, 1층 (대흥동)",대흥동
20296,서구,정든식당,"대전광역시 서구 대덕대로 139, 1층 후면 (갈마동,창용빌딩)",갈마동
365,동구,정든정육점식당,대전광역시 동구 성남로 8 (성남동),성남동
12784,중구,정들치과,"대전광역시 중구 천근로 7, 1층 (문화동)",문화동
26602,동구,정라면,"대전광역시 동구 동서대로 1689, 1층 EW162호 (용전동,대전복합터미널 서관)",용전동
12772,서구,정람탐치과의원,"대전광역시 서구 정림로 18, 3층 북쪽 (정림동)",정림동
27956,대덕구,정류장,대전광역시 대덕구 오정로63번길 27 (오정동),오정동
21148,동구,정류장약국,"대전광역시 동구 산내로 1317, 1층 103호 (낭월동)",낭월동
9897,동구,정류장포차,"대전광역시 동구 계족로 429, 1층 (용전동)",용전동
38164,동구,정리퀸,"대전광역시 동구 우암로 192, 116동 201호 (가양동,아침마을)",가양동
2195,서구,정림 이비인후과,"대전광역시 서구 계백로 1278, 1층 (정림동)",정림동
2191,서구,정림 일식,대전광역시 서구 정림로 78-14 (정림동),정림동
15114,서구,정림BYC,"대전광역시 서구 정림로 56-10, 30호 (정림동,정림프라자)",정림동
19498,서구,정림가스충전소,대전광역시 서구 계백로 1275 (정림동),정림동
34632,서구,정림남성컷트클럽,"대전광역시 서구 계백로1286번길 53, 1층 일부 (정림동)",정림동
2197,서구,정림당,"대전광역시 서구 정림로66번길 33, 1층 (정림동)",정림동
22112,서구,정림동장패,"대전광역시 서구 정림로 74, 1층 (정림동)",정림동
31855,서구,정림두루치기,"대전광역시 서구 계백로1286번길 122, 1층 (정림동)",정림동
24038,서구,정림떡집,"대전광역시 서구 정림동로7번길 36, 1층 (정림동)",정림동
21844,중구,정림밀레니엄이동통신,"대전광역시 중구 보문산로35번길 38, 1층 (산성동)",산성동
28747,서구,정림본죽,"대전광역시 서구 정림로 72-1,(정림동)",정림동
2399,서구,정림스토아 만년점,"대전광역시 서구 만년로 45, 상가동 지하층 B01호 (만년동,초원아파트)",만년동
1026,유성구,정림스토아 봉명점,"대전광역시 유성구 계룡로60번길 28, 1층 (봉명동)",봉명동
6968,유성구,정림스토아 학하점,"대전광역시 유성구 학하중앙로128번길 22-14, 지상1층 (학하동)",학하동
26385,유성구,정림스토아유성점,대전광역시 유성구 계룡로26번길 93 (구암동),구암동
11510,서구,정림스포츠,대전광역시 서구 정림서로 181 (정림동),정림동
11603,서구,정림젓갈,"대전광역시 서구 정림동로7번길 22, 1층 (정림동,무지개종합시장)",정림동
12308,서구,정림종로약국,대전광역시 서구 계백로 1272 (정림동),정림동
34089,서구,정림주니어터미술학원,"대전광역시 서구 정림로 52, 3층 (정림동)",정림동
29340,서구,정림푸른약국,"대전광역시 서구 정림로 22, 1층 (정림동)",정림동
11486,서구,정림한의원,"대전광역시 서구 정림로 60, 2층 (정림동)",정림동
12154,서구,정림혼수,대전광역시 서구 정림동로7번길 27 (정림동),정림동
35951,동구,정마취통증의학과,"대전광역시 동구 용운로 165, 2층 (용운동)",용운동
31660,유성구,정명희 헤어클럽,대전광역시 유성구 계룡로38번길 18 (봉명동),봉명동
5168,유성구,정문도기타일상사,대전광역시 유성구 봉명동 675-2번지,봉명동
23649,유성구,정문약국,"대전광역시 유성구 북유성대로 87, 1층 (지족동)",지족동
34091,중구,정문약국,대전광역시 중구 문화로 279 (대사동),대사동
6027,동구,정미소 참나무 장작구이,대전광역시 동구 옥천로176번길 5 (판암동),판암동
21118,중구,정미소문화국수,"대전광역시 중구 보문산로177번안길 44, 1층 (문화동)",문화동
27012,서구,정미용타운,"대전광역시 서구 신갈마로 46, 상가동 121호 (내동,롯데아파트)",내동
37895,대덕구,정민모터스,"대전광역시 대덕구 동춘당로114번길 47, 209동 101호 (송촌동,송촌동선비마을아파트)",송촌동
16277,서구,정민미용실,대전광역시 서구 내동 39-53번지,내동
4373,서구,정민원 치과,대전광역시 서구 갈마로 255 (괴정동),괴정동
865,유성구,정민초밥,"대전광역시 유성구 은구비로 18, 1층 102호 (지족동,가나파로스빌1)",지족동
19267,동구,정보석,대전광역시 동구 용운로 159 (용운동),용운동
39166,동구,정보통신블루피아,대전광역시 동구 가양1동 452-21,가양동
27551,중구,정복이네,"대전광역시 중구 목중로 69, 307동 2102호 (중촌동,주공아파트)",중촌동
32629,유성구,정본,"대전광역시 유성구 노은로 150, 1동 112호 (지족동,드래곤랜드)",지족동
33869,동구,정봉자커피대동점,"대전광역시 동구 계족로 182, 1층 (대동)",대동
18218,중구,정뷰티샵,"대전광역시 중구 계백로1615번길 67, 1층 (유천동)",유천동
15421,서구,정산한약국,"대전광역시 서구 도마4길 51, 1층 (도마동)",도마동
27868,대덕구,정상사업자,"대전광역시 대덕구 비래서로 43, 상가동 2층 201호 (비래동,비래프라자)",비래동
30897,유성구,정상에너지,대전광역시 유성구 유성대로 142 (교촌동),교촌동
29538,동구,정상의거인학원,"대전광역시 동구 계족로 167, 10층 1001호 대동크리닉 (대동)",대동
20279,동구,정상학원,대전광역시 동구 계족로463번길 26 (용전동),용전동
12513,서구,정샘오름영어,"대전광역시 서구 청사로 282, 6동 1층 105호 (둔산동,수정타운)",둔산동
5671,동구,정석 학원,"대전광역시 동구 계족로 167, 703, 706, 801호 (대동,대동클리닉)",대동
10751,동구,정석조경기계,대전광역시 동구 대전천동로 504 (원동),원동
25068,유성구,정선산들곤드레밥,"대전광역시 유성구 반석동로34번길 37, 1층 (반석동)",반석동
33074,대덕구,정성,"대전광역시 대덕구 중리남로 42, 1층 (중리동)",중리동
37447,유성구,정성가득한식당,"대전광역시 유성구 테크노11로 26, 2층 (탑립동)",탑립동
30350,동구,정성건재도매한약 ,대전광역시 동구 안샘2길 37 (천동),천동
39704,서구,정성문수리,"대전광역시 서구 도산로452번길17, 802호 (용문동,현대에코타운)",용문동
21264,서구,정성생고깃간,"대전광역시 서구 둔산중로32번길 25,(둔산동)",둔산동
6956,중구,정성식당,대전광역시 중구 대둔산로 479 (산성동),산성동
20217,서구,정성약국,대전광역시 서구 갈마로 251 (괴정동),괴정동
36216,중구,정성약국,대전광역시 중구 계백로 1600 (유천동),유천동
36892,중구,정성육,"대전광역시 중구 계백로 1645, 1층 (유천동)",유천동
32231,서구,정성을담은식사하세요,"대전광역시 서구 문정로2번길 33, 104호 (탄방동,스위트빌2)",탄방동
11574,유성구,정성중치과의원,"대전광역시 유성구 죽동로297번길 68, 3층 303호 (죽동,cnu프라자)",죽동
37792,유성구,정성즉석떡볶이,"대전광역시 유성구 관평1로 87, 1층 (관평동)",관평동
26158,대덕구,정성카서비스,대전광역시 대덕구 한밭대로 1014 (오정동),오정동
23194,동구,정소영헤어토픽,대전광역시 동구 동대전로 158 (자양동),자양동
30829,유성구,정수기마을,"대전광역시 유성구 유성대로694번길 15, 102호 (구암동)",구암동
31449,서구,정수기클럽 ,"대전광역시 서구 도솔로 87, 1층 (도마동)",도마동
36022,동구,정수기할인매장종합관리센타,대전광역시 동구 계족로 462 (용전동),용전동
18414,서구,정수깅(Sooging),"대전광역시 서구 계룡로509번길 27, 1층 (탄방동)",탄방동
25212,동구,정수네꽃화원,대전광역시 동구 가양로 58 (가양동),가양동
9749,유성구,정수용식당,"대전광역시 유성구 은구비서로3번길 8-24, 1층 01호 (지족동)",지족동
32544,중구,정순대,"대전광역시 중구 유천로142번길 9, 1층 (태평동)",태평동
19999,서구,정스터디,"대전광역시 서구 대덕대로 150, 109동 1405호 (갈마동,큰마을아파트)",갈마동
26204,서구,정스튜디오,"대전광역시 서구 가수원로 106, 상가 5동 102호 (가수원동,은아아파트3단지)",가수원동
3043,중구,정시당,대전광역시 중구 보문로 66-2 (부사동),부사동
24042,동구,정식당,"대전광역시 동구 용운로147번길 93, 1층 (용운동)",용운동
18604,유성구,정식당,대전광역시 유성구 구암동 623-6 B동 1층,구암동
10056,유성구,정식당,"대전광역시 유성구 구즉로58번길 30, 1층 (송강동)",송강동
39984,유성구,정식당,"대전광역시 유성구 구즉로58번길30, 1층 (송강동)",송강동
610,중구,정식당,"대전광역시 중구 계백로 1548, 1층 (유천동)",유천동
30561,중구,정식당2,대전광역시 중구 중앙로130번길 37-12 (대흥동),대흥동
14677,동구,정심순대국밥,대전광역시 동구 동대전로 171-13 (자양동),자양동
22868,유성구,정심태권도장,대전광역시 유성구 유성대로 1728 (전민동),전민동
13103,대덕구,정심헤어샵,"대전광역시 대덕구 대덕대로 1582, 2층 (석봉동)",석봉동
15054,동구,정쌤 수학 영어 전문학원,"대전광역시 동구 비래서로42번길 29, 2층 (가양동)",가양동
7419,서구,정쌤영어교습소,"대전광역시 서구 둔산로 130, 411-2호 (둔산동,대덕프라자)",둔산동
26717,유성구,정아네,"대전광역시 유성구 엑스포로 488, 지하1층 71호 (전민동,엑스포코아)",전민동
2816,유성구,정아네 밥상,"대전광역시 유성구 지족로364번길 83 (지족동,국민타운지상2층201호)",지족동
3229,동구,정아헤어뷰티,"대전광역시 동구 대전로 665, 1층 (인동)",인동
20438,동구,정안경원,대전광역시 동구 충정로 147-1 (자양동),자양동
19478,서구,정안마원,"대전광역시 서구 문정로170번길 154, 2층 (둔산동)",둔산동
36308,동구,정안세차장,대전광역시 동구 대전로 416 (가오동),가오동
30370,유성구,정안유통,"대전광역시 유성구 복용남로 57-12, 202호 (복용동)",복용동
24357,동구,정약국,대전광역시 동구 계족로140번길 178 (용운동),용운동
19511,서구,정약국,대전광역시 서구 도솔로 96 (도마동),도마동
38632,유성구,정약국,"대전광역시 유성구 대덕대로516, 4층 (도룡동,엑스포점타워)",도룡동
28903,중구,정연미뷰티캐슬,"대전광역시 중구 태평로26번길 14, 3층 (유천동)",유천동
28261,서구,정연식당,"대전광역시 서구 둔산남로180번길 16, 1층 102호 (탄방동)",탄방동
36231,서구,정연컴퍼니,"대전광역시 서구 도산로253번길 51, 4층 401, 402호 (내동,블루존)",내동
28683,서구,정예단과학원,"대전광역시 서구 관저동로 64-61, 2층 (관저동)",관저동
21664,동구,정예실,"대전광역시 동구 은어송로 117, 308동 1004호 (가오동,은어송마을3단지)",가오동
5621,대덕구,정옥수산,대전광역시 대덕구 오정로52번길 12 (오정동),오정동
21014,유성구,정온,"대전광역시 유성구 온천북로33번길 21-8, 1층 (봉명동)",봉명동
11538,중구,정용희헤어필,"대전광역시 중구 계백로1615번길 52, 1층 (유천동)",유천동
28301,동구,정우,"대전광역시 동구 중앙로200번길 70, 1층 39호 (원동,중앙시장복합주차빌딩)",원동
6432,대덕구,정우 마트,대전광역시 대덕구 계족로489번길 80 (중리동),중리동
38662,유성구,정우마트,"대전광역시 유성구 왕가봉로 30, 143~150호 139호 (노은동)",노은동
35047,유성구,정우마트,"대전광역시 유성구 지족로190번길 17, 상가동 101,102,103,104호 (지족동,노은3지구 1단지 상가)",지족동
19437,유성구,정우미트,"대전광역시 유성구 죽동로 321, 상가동 103호 (죽동,금성백조예미지)",죽동
28749,유성구,정우상사,"대전광역시 유성구 유성대로1366번길 10, 2층 (장동,한화종합연구소)",장동
6616,유성구,정우상사외삼점,"대전광역시 유성구 외삼로8번길 99, 1층 (외삼동,식당)",외삼동
32890,중구,정우약국,"대전광역시 중구 중앙로 23-12, 1층 103호 (선화동)",선화동
38573,서구,정우유통,"대전광역시 서구 월평새뜸로20번길34, 101호 (월평동)",월평동
12117,중구,정우의료기,대전광역시 중구 중앙로 3-1 (용두동),용두동
19133,동구,정우패션,대전광역시 동구 산내로 1312 (낭월동),낭월동
22757,서구,정운세탁소,대전광역시 서구 도산로207번길 8-2 (변동),변동
20384,서구,정원가든,"대전광역시 서구 세점길 877, 1층 (봉곡동)",봉곡동
38809,유성구,정원과일,"대전광역시 유성구 계룡로55, 1층 127호 (봉명동,유성자이)",봉명동
8104,중구,정원미트,대전광역시 중구 산성로15번길 7 (산성동),산성동
